customer_id,first_name,last_name,email,phone,registration_date,state,age_group,loyalty_status,lifetime_value
5147,First_5146,Last_5146,customer_5146@email.com,555-1314,2022-10-05,PA,36-45,Bronze,5787.54
5148,First_5147,Last_5147,customer_5147@email.com,555-6342,2022-08-22,GA,26-35,Bronze,8218.25
5149,First_5148,Last_5148,customer_5148@email.com,555-9823,2022-07-03,IL,26-35,Platinum,7729.99
5150,First_5149,Last_5149,customer_5149@email.com,555-1873,2022-06-13,IL,36-45,Platinum,1190.26
5151,First_5150,Last_5150,customer_5150@email.com,555-8146,2022-10-17,PA,26-35,Bronze,1787.16
5152,First_5151,Last_5151,customer_5151@email.com,555-3079,2021-10-06,CA,18-25,Bronze,7655.93
5153,First_5152,Last_5152,customer_5152@email.com,555-3757,2022-08-11,GA,18-25,Silver,2491.57
5154,First_5153,Last_5153,customer_5153@email.com,555-4150,2023-11-05,PA,65+,Platinum,7508.94
5155,First_5154,Last_5154,customer_5154@email.com,555-9172,2021-09-04,CA,65+,Gold,2538.45
5156,First_5155,Last_5155,customer_5155@email.com,555-8655,2022-08-12,FL,18-25,Platinum,4386.45
5157,First_5156,Last_5156,customer_5156@email.com,555-7924,2021-03-24,MI,26-35,Gold,1397.9
5158,First_5157,Last_5157,customer_5157@email.com,555-3459,2023-04-26,PA,65+,Gold,6365.71
5159,First_5158,Last_5158,customer_5158@email.com,555-8508,2022-08-02,TX,36-45,Gold,4469.49
5160,First_5159,Last_5159,customer_5159@email.com,555-8631,2021-09-28,PA,18-25,Gold,5267.14
5161,First_5160,Last_5160,customer_5160@email.com,555-9897,2020-11-07,PA,46-55,Silver,1777.99
5162,First_5161,Last_5161,customer_5161@email.com,555-4964,2022-10-03,GA,65+,Platinum,6754.55
5163,First_5162,Last_5162,customer_5162@email.com,555-2972,2021-09-18,OH,26-35,Gold,8811.15
5164,First_5163,Last_5163,customer_5163@email.com,555-1276,2023-09-17,OH,18-25,Gold,9907.3
5165,First_5164,Last_5164,customer_5164@email.com,555-3418,2023-05-17,IL,65+,Silver,811.98
5166,First_5165,Last_5165,customer_5165@email.com,555-7075,2023-12-03,NY,18-25,Bronze,7989.5
5167,First_5166,Last_5166,customer_5166@email.com,555-8018,2023-12-26,MI,56-65,Silver,6750.02
5168,First_5167,Last_5167,customer_5167@email.com,555-9820,2021-05-21,PA,18-25,Silver,6301.76
5169,First_5168,Last_5168,customer_5168@email.com,555-7268,2023-02-19,OH,46-55,Gold,9071.81
5170,First_5169,Last_5169,customer_5169@email.com,555-8312,2021-09-08,TX,56-65,Platinum,479.81
5171,First_5170,Last_5170,customer_5170@email.com,555-1939,2020-04-03,CA,65+,Gold,2303.41
5172,First_5171,Last_5171,customer_5171@email.com,555-9377,2021-07-06,PA,56-65,Silver,569.44
5173,First_5172,Last_5172,customer_5172@email.com,555-1054,2021-08-16,MI,65+,Platinum,7526.18
5174,First_5173,Last_5173,customer_5173@email.com,555-7591,2020-01-09,CA,65+,Bronze,2064.67
5175,First_5174,Last_5174,customer_5174@email.com,555-1363,2022-01-01,NY,26-35,Silver,970.33
5176,First_5175,Last_5175,customer_5175@email.com,555-7160,2021-04-27,FL,18-25,Silver,186.36
5177,First_5176,Last_5176,customer_5176@email.com,555-2697,2022-02-05,OH,36-45,Gold,9670.53
5178,First_5177,Last_5177,customer_5177@email.com,555-9353,2020-10-21,CA,26-35,Gold,4575.98
5179,First_5178,Last_5178,customer_5178@email.com,555-4331,2022-09-26,CA,18-25,Silver,8993.75
5180,First_5179,Last_5179,customer_5179@email.com,555-9843,2020-11-23,FL,18-25,Bronze,4987.15
5181,First_5180,Last_5180,customer_5180@email.com,555-8108,2020-08-12,NC,26-35,Bronze,6724.57
5182,First_5181,Last_5181,customer_5181@email.com,555-4427,2020-02-12,FL,56-65,Gold,9671.41
5183,First_5182,Last_5182,customer_5182@email.com,555-2999,2022-11-25,NY,46-55,Platinum,7446.9
5184,First_5183,Last_5183,customer_5183@email.com,555-3770,2021-12-20,CA,36-45,Silver,1762.89
5185,First_5184,Last_5184,customer_5184@email.com,555-1137,2022-09-14,NY,26-35,Bronze,1523.66
5186,First_5185,Last_5185,customer_5185@email.com,555-1188,2023-02-14,CA,56-65,Silver,263.42
5187,First_5186,Last_5186,customer_5186@email.com,555-9691,2022-03-05,NY,56-65,Bronze,7298.57
5188,First_5187,Last_5187,customer_5187@email.com,555-1674,2022-08-14,NC,46-55,Bronze,9061.73
5189,First_5188,Last_5188,customer_5188@email.com,555-3474,2021-11-10,NC,65+,Bronze,9700.3
5190,First_5189,Last_5189,customer_5189@email.com,555-9331,2023-09-17,TX,18-25,Bronze,599.32
5191,First_5190,Last_5190,customer_5190@email.com,555-8759,2022-09-02,OH,46-55,Silver,7116.4
5192,First_5191,Last_5191,customer_5191@email.com,555-9047,2023-07-29,NY,46-55,Gold,2422.75
5193,First_5192,Last_5192,customer_5192@email.com,555-9729,2020-01-22,CA,46-55,Bronze,7773.33
5194,First_5193,Last_5193,customer_5193@email.com,555-1854,2022-01-29,NY,46-55,Silver,7640.2
5195,First_5194,Last_5194,customer_5194@email.com,555-7953,2021-04-07,NC,56-65,Gold,5072.1
5196,First_5195,Last_5195,customer_5195@email.com,555-1807,2020-02-09,NY,56-65,Silver,2793.62
5197,First_5196,Last_5196,customer_5196@email.com,555-9059,2023-09-29,IL,36-45,Gold,2931.69
5198,First_5197,Last_5197,customer_5197@email.com,555-3801,2023-03-21,CA,46-55,Platinum,4716.16
5199,First_5198,Last_5198,customer_5198@email.com,555-8423,2023-04-01,MI,26-35,Bronze,4309.41
5200,First_5199,Last_5199,customer_5199@email.com,555-1201,2022-02-01,MI,18-25,Bronze,7433.57
5201,First_5200,Last_5200,customer_5200@email.com,555-6747,2023-12-04,MI,26-35,Platinum,2358.88
5202,First_5201,Last_5201,customer_5201@email.com,555-6265,2022-10-21,NY,36-45,Platinum,3930.95
5203,First_5202,Last_5202,customer_5202@email.com,555-7376,2021-02-28,IL,18-25,Silver,6130.7
5204,First_5203,Last_5203,customer_5203@email.com,555-5180,2020-08-13,CA,36-45,Gold,7640.05
5205,First_5204,Last_5204,customer_5204@email.com,555-8660,2020-12-11,NC,65+,Platinum,2755.28
5206,First_5205,Last_5205,customer_5205@email.com,555-8334,2022-05-02,NC,36-45,Platinum,2809.58
5207,First_5206,Last_5206,customer_5206@email.com,555-1946,2021-10-31,PA,65+,Bronze,7517.27
5208,First_5207,Last_5207,customer_5207@email.com,555-8389,2020-10-31,CA,18-25,Platinum,2797.1
5209,First_5208,Last_5208,customer_5208@email.com,555-1162,2021-10-21,CA,18-25,Platinum,5664.63
5210,First_5209,Last_5209,customer_5209@email.com,555-9352,2022-07-15,GA,56-65,Gold,5434.06
5211,First_5210,Last_5210,customer_5210@email.com,555-2343,2022-11-03,FL,18-25,Gold,7566.67
5212,First_5211,Last_5211,customer_5211@email.com,555-3261,2021-08-05,FL,36-45,Silver,9317.7
5213,First_5212,Last_5212,customer_5212@email.com,555-4602,2022-05-11,FL,18-25,Gold,9934.88
5214,First_5213,Last_5213,customer_5213@email.com,555-3584,2023-03-25,FL,36-45,Platinum,8997.11
5215,First_5214,Last_5214,customer_5214@email.com,555-8914,2022-09-10,MI,18-25,Platinum,4434.38
5216,First_5215,Last_5215,customer_5215@email.com,555-4396,2020-03-14,TX,36-45,Silver,2483.41
5217,First_5216,Last_5216,customer_5216@email.com,555-1663,2022-05-05,NY,18-25,Gold,6867.92
5218,First_5217,Last_5217,customer_5217@email.com,555-2825,2023-06-09,TX,18-25,Bronze,9555.12
5219,First_5218,Last_5218,customer_5218@email.com,555-2049,2023-10-12,GA,26-35,Bronze,2895.29
5220,First_5219,Last_5219,customer_5219@email.com,555-9132,2023-03-31,PA,36-45,Gold,6485.39
5221,First_5220,Last_5220,customer_5220@email.com,555-4787,2023-07-22,FL,26-35,Gold,8914.91
5222,First_5221,Last_5221,customer_5221@email.com,555-1920,2022-09-02,NY,56-65,Bronze,650.36
5223,First_5222,Last_5222,customer_5222@email.com,555-1212,2020-06-28,NC,36-45,Silver,9628.06
5224,First_5223,Last_5223,customer_5223@email.com,555-4078,2021-11-02,PA,56-65,Gold,3868.67
5225,First_5224,Last_5224,customer_5224@email.com,555-3509,2020-09-22,CA,36-45,Gold,5452.77
5226,First_5225,Last_5225,customer_5225@email.com,555-2356,2023-03-15,IL,26-35,Gold,4896.02
5227,First_5226,Last_5226,customer_5226@email.com,555-4808,2020-12-29,OH,56-65,Gold,1732.26
5228,First_5227,Last_5227,customer_5227@email.com,555-2805,2021-12-01,NY,18-25,Platinum,3427.24
5229,First_5228,Last_5228,customer_5228@email.com,555-8105,2021-08-31,TX,56-65,Gold,2371.16
5230,First_5229,Last_5229,customer_5229@email.com,555-9047,2022-10-17,TX,36-45,Silver,7098.94
5231,First_5230,Last_5230,customer_5230@email.com,555-6090,2020-12-15,GA,65+,Platinum,7638.1
5232,First_5231,Last_5231,customer_5231@email.com,555-9085,2023-05-27,TX,18-25,Gold,1588.37
5233,First_5232,Last_5232,customer_5232@email.com,555-7408,2022-01-17,MI,65+,Gold,4854.49
5234,First_5233,Last_5233,customer_5233@email.com,555-3525,2021-03-26,FL,26-35,Gold,4975.3
5235,First_5234,Last_5234,customer_5234@email.com,555-7274,2020-11-07,PA,56-65,Platinum,910.89
5236,First_5235,Last_5235,customer_5235@email.com,555-4777,2020-08-17,NC,18-25,Silver,5813.97
5237,First_5236,Last_5236,customer_5236@email.com,555-7510,2021-01-20,TX,56-65,Silver,9753.82
5238,First_5237,Last_5237,customer_5237@email.com,555-8335,2020-09-11,OH,18-25,Platinum,2525.5
5239,First_5238,Last_5238,customer_5238@email.com,555-4166,2023-06-22,FL,65+,Gold,6691.81
5240,First_5239,Last_5239,customer_5239@email.com,555-2138,2021-12-11,IL,65+,Bronze,7064.02
5241,First_5240,Last_5240,customer_5240@email.com,555-9535,2023-10-26,FL,46-55,Platinum,7165.02
5242,First_5241,Last_5241,customer_5241@email.com,555-8656,2023-05-15,GA,18-25,Silver,1827.07
5243,First_5242,Last_5242,customer_5242@email.com,555-5649,2023-01-11,MI,18-25,Gold,9556.67
5244,First_5243,Last_5243,customer_5243@email.com,555-5742,2023-11-05,NC,65+,Platinum,1032.29
5245,First_5244,Last_5244,customer_5244@email.com,555-3504,2023-07-11,MI,65+,Platinum,1539.91
5246,First_5245,Last_5245,customer_5245@email.com,555-3931,2020-09-24,GA,65+,Platinum,4950.43
5247,First_5246,Last_5246,customer_5246@email.com,555-4713,2021-04-11,NY,65+,Silver,8882.75
5248,First_5247,Last_5247,customer_5247@email.com,555-8059,2020-11-23,TX,26-35,Gold,6831.63
5249,First_5248,Last_5248,customer_5248@email.com,555-9216,2021-06-12,PA,65+,Gold,3939.15
5250,First_5249,Last_5249,customer_5249@email.com,555-2816,2020-03-18,CA,26-35,Gold,8860.28
5251,First_5250,Last_5250,customer_5250@email.com,555-3319,2022-08-13,NC,46-55,Gold,7735.14
5252,First_5251,Last_5251,customer_5251@email.com,555-7666,2020-07-12,MI,26-35,Silver,8055.85
5253,First_5252,Last_5252,customer_5252@email.com,555-9467,2022-04-04,NC,46-55,Gold,6458.57
5254,First_5253,Last_5253,customer_5253@email.com,555-9765,2023-04-10,NY,26-35,Gold,2464.54
5255,First_5254,Last_5254,customer_5254@email.com,555-9245,2022-07-21,CA,65+,Platinum,5124.97
5256,First_5255,Last_5255,customer_5255@email.com,555-4445,2021-10-09,CA,26-35,Bronze,8850.04
5257,First_5256,Last_5256,customer_5256@email.com,555-7205,2020-11-19,CA,18-25,Silver,7280.54
5258,First_5257,Last_5257,customer_5257@email.com,555-2350,2021-01-08,NC,18-25,Platinum,7009.07
5259,First_5258,Last_5258,customer_5258@email.com,555-3492,2021-02-25,IL,65+,Bronze,4616.06
5260,First_5259,Last_5259,customer_5259@email.com,555-7377,2021-12-19,GA,65+,Platinum,1336.92
5261,First_5260,Last_5260,customer_5260@email.com,555-2618,2023-01-08,IL,46-55,Silver,5967.6
5262,First_5261,Last_5261,customer_5261@email.com,555-4819,2023-12-21,GA,36-45,Gold,3075.19
5263,First_5262,Last_5262,customer_5262@email.com,555-7622,2023-12-11,MI,36-45,Bronze,9799.43
5264,First_5263,Last_5263,customer_5263@email.com,555-8819,2020-09-24,FL,18-25,Gold,4398.03
5265,First_5264,Last_5264,customer_5264@email.com,555-9084,2021-01-13,GA,18-25,Silver,3323.78
5266,First_5265,Last_5265,customer_5265@email.com,555-8110,2020-09-20,NY,36-45,Silver,1140.21
5267,First_5266,Last_5266,customer_5266@email.com,555-7469,2022-09-10,OH,26-35,Gold,2058.09
5268,First_5267,Last_5267,customer_5267@email.com,555-8277,2022-04-05,TX,46-55,Gold,3765.22
5269,First_5268,Last_5268,customer_5268@email.com,555-1893,2023-02-21,NC,36-45,Bronze,5837.0
5270,First_5269,Last_5269,customer_5269@email.com,555-6723,2020-09-20,GA,36-45,Gold,7320.27
5271,First_5270,Last_5270,customer_5270@email.com,555-8701,2023-03-02,GA,18-25,Platinum,9874.33
5272,First_5271,Last_5271,customer_5271@email.com,555-7141,2022-02-14,PA,56-65,Platinum,5732.44
5273,First_5272,Last_5272,customer_5272@email.com,555-5522,2022-03-31,MI,56-65,Bronze,5803.17
5274,First_5273,Last_5273,customer_5273@email.com,555-5026,2023-11-10,NC,18-25,Gold,6045.21
5275,First_5274,Last_5274,customer_5274@email.com,555-4729,2020-01-26,IL,26-35,Silver,1535.71
5276,First_5275,Last_5275,customer_5275@email.com,555-2297,2022-04-02,PA,26-35,Silver,5017.58
5277,First_5276,Last_5276,customer_5276@email.com,555-7576,2023-10-22,FL,46-55,Silver,9576.48
5278,First_5277,Last_5277,customer_5277@email.com,555-8738,2021-12-02,MI,18-25,Bronze,7970.18
5279,First_5278,Last_5278,customer_5278@email.com,555-1645,2022-03-08,MI,56-65,Gold,1108.98
5280,First_5279,Last_5279,customer_5279@email.com,555-1656,2020-03-16,GA,18-25,Bronze,5525.06
5281,First_5280,Last_5280,customer_5280@email.com,555-2088,2022-06-29,NY,18-25,Gold,6509.91
5282,First_5281,Last_5281,customer_5281@email.com,555-1818,2022-01-23,CA,56-65,Platinum,3063.47
5283,First_5282,Last_5282,customer_5282@email.com,555-6129,2021-05-14,MI,56-65,Silver,9129.11
5284,First_5283,Last_5283,customer_5283@email.com,555-1320,2021-08-23,OH,46-55,Bronze,5394.63
5285,First_5284,Last_5284,customer_5284@email.com,555-1804,2023-05-08,PA,65+,Silver,1122.02
5286,First_5285,Last_5285,customer_5285@email.com,555-4752,2020-12-04,GA,56-65,Silver,6561.37
5287,First_5286,Last_5286,customer_5286@email.com,555-8500,2022-02-14,OH,18-25,Gold,5917.45
5288,First_5287,Last_5287,customer_5287@email.com,555-2481,2023-04-13,OH,36-45,Gold,449.39
5289,First_5288,Last_5288,customer_5288@email.com,555-3082,2020-11-06,CA,36-45,Silver,4818.02
5290,First_5289,Last_5289,customer_5289@email.com,555-7501,2020-06-30,NC,56-65,Silver,1579.61
5291,First_5290,Last_5290,customer_5290@email.com,555-7912,2021-07-24,MI,56-65,Bronze,6077.32
5292,First_5291,Last_5291,customer_5291@email.com,555-4495,2020-09-11,IL,56-65,Gold,8242.09
5293,First_5292,Last_5292,customer_5292@email.com,555-1745,2020-12-29,CA,36-45,Bronze,5743.13
5294,First_5293,Last_5293,customer_5293@email.com,555-2930,2023-02-26,OH,65+,Silver,4109.33
5295,First_5294,Last_5294,customer_5294@email.com,555-1681,2020-01-12,NY,26-35,Bronze,2951.45
5296,First_5295,Last_5295,customer_5295@email.com,555-4939,2022-04-15,FL,36-45,Gold,6596.85
5297,First_5296,Last_5296,customer_5296@email.com,555-8705,2021-11-29,TX,36-45,Platinum,4044.82
5298,First_5297,Last_5297,customer_5297@email.com,555-4598,2022-12-14,CA,36-45,Platinum,4489.26
5299,First_5298,Last_5298,customer_5298@email.com,555-7053,2023-03-28,PA,46-55,Platinum,8469.72
5300,First_5299,Last_5299,customer_5299@email.com,555-6328,2021-06-16,OH,26-35,Gold,5746.7
5301,First_5300,Last_5300,customer_5300@email.com,555-4730,2020-08-07,PA,36-45,Bronze,4161.79
5302,First_5301,Last_5301,customer_5301@email.com,555-6677,2020-08-07,GA,65+,Silver,5854.43
5303,First_5302,Last_5302,customer_5302@email.com,555-1281,2021-09-04,MI,46-55,Platinum,6056.65
5304,First_5303,Last_5303,customer_5303@email.com,555-4380,2020-06-11,OH,36-45,Bronze,9410.84
5305,First_5304,Last_5304,customer_5304@email.com,555-2020,2021-03-03,CA,46-55,Bronze,6699.84
5306,First_5305,Last_5305,customer_5305@email.com,555-1440,2021-09-11,IL,65+,Bronze,9679.23
5307,First_5306,Last_5306,customer_5306@email.com,555-8955,2023-07-13,NC,36-45,Bronze,4948.09
5308,First_5307,Last_5307,customer_5307@email.com,555-4153,2023-09-13,NC,36-45,Bronze,9238.89
5309,First_5308,Last_5308,customer_5308@email.com,555-4814,2022-03-28,CA,18-25,Bronze,5252.54
5310,First_5309,Last_5309,customer_5309@email.com,555-9099,2021-07-15,PA,46-55,Platinum,8469.83
5311,First_5310,Last_5310,customer_5310@email.com,555-1638,2021-01-03,GA,46-55,Gold,1134.23
5312,First_5311,Last_5311,customer_5311@email.com,555-7179,2023-06-15,CA,26-35,Gold,5242.89
5313,First_5312,Last_5312,customer_5312@email.com,555-4690,2023-01-12,NC,46-55,Bronze,5745.25
5314,First_5313,Last_5313,customer_5313@email.com,555-9795,2020-07-10,TX,56-65,Platinum,7917.59
5315,First_5314,Last_5314,customer_5314@email.com,555-4418,2023-11-18,GA,18-25,Silver,7375.06
5316,First_5315,Last_5315,customer_5315@email.com,555-5412,2021-01-18,IL,18-25,Silver,5443.79
5317,First_5316,Last_5316,customer_5316@email.com,555-1822,2022-12-02,IL,46-55,Gold,1210.4
5318,First_5317,Last_5317,customer_5317@email.com,555-1624,2023-09-22,NY,46-55,Silver,7371.24
5319,First_5318,Last_5318,customer_5318@email.com,555-6740,2020-04-19,CA,26-35,Bronze,344.2
5320,First_5319,Last_5319,customer_5319@email.com,555-9843,2023-09-24,FL,36-45,Gold,1932.16
5321,First_5320,Last_5320,customer_5320@email.com,555-5219,2023-01-08,GA,36-45,Silver,650.25
5322,First_5321,Last_5321,customer_5321@email.com,555-3940,2021-05-25,TX,46-55,Gold,1091.29
5323,First_5322,Last_5322,customer_5322@email.com,555-1860,2020-03-07,IL,65+,Platinum,5432.33
5324,First_5323,Last_5323,customer_5323@email.com,555-6783,2021-07-27,TX,56-65,Platinum,7578.5
5325,First_5324,Last_5324,customer_5324@email.com,555-8790,2022-07-23,PA,65+,Bronze,5313.22
5326,First_5325,Last_5325,customer_5325@email.com,555-2964,2021-01-04,GA,26-35,Bronze,9338.8
5327,First_5326,Last_5326,customer_5326@email.com,555-9142,2022-10-25,OH,18-25,Platinum,3054.22
5328,First_5327,Last_5327,customer_5327@email.com,555-6453,2021-05-05,CA,46-55,Gold,2117.63
5329,First_5328,Last_5328,customer_5328@email.com,555-8705,2022-08-31,OH,18-25,Gold,9742.77
5330,First_5329,Last_5329,customer_5329@email.com,555-4517,2020-02-22,OH,56-65,Gold,9833.31
5331,First_5330,Last_5330,customer_5330@email.com,555-3559,2021-03-07,TX,26-35,Platinum,6848.1
5332,First_5331,Last_5331,customer_5331@email.com,555-9311,2023-01-27,PA,18-25,Gold,6006.75
5333,First_5332,Last_5332,customer_5332@email.com,555-8901,2022-05-19,PA,46-55,Platinum,5389.39
5334,First_5333,Last_5333,customer_5333@email.com,555-8096,2020-01-23,IL,36-45,Platinum,9932.64
5335,First_5334,Last_5334,customer_5334@email.com,555-5687,2021-03-15,FL,46-55,Platinum,8571.97
5336,First_5335,Last_5335,customer_5335@email.com,555-8969,2020-04-16,MI,18-25,Gold,2879.72
5337,First_5336,Last_5336,customer_5336@email.com,555-1149,2020-04-19,OH,18-25,Platinum,6610.29
5338,First_5337,Last_5337,customer_5337@email.com,555-2883,2020-09-09,MI,46-55,Bronze,7878.49
5339,First_5338,Last_5338,customer_5338@email.com,555-5719,2023-01-27,MI,26-35,Bronze,731.03
5340,First_5339,Last_5339,customer_5339@email.com,555-9663,2021-06-22,TX,65+,Silver,4631.31
5341,First_5340,Last_5340,customer_5340@email.com,555-3880,2020-10-25,GA,18-25,Bronze,344.59
5342,First_5341,Last_5341,customer_5341@email.com,555-4927,2020-01-29,MI,56-65,Silver,3080.91
5343,First_5342,Last_5342,customer_5342@email.com,555-1966,2021-04-20,GA,18-25,Silver,1942.6
5344,First_5343,Last_5343,customer_5343@email.com,555-9366,2023-06-05,FL,36-45,Silver,9492.67
5345,First_5344,Last_5344,customer_5344@email.com,555-2830,2020-12-18,OH,18-25,Platinum,2723.99
5346,First_5345,Last_5345,customer_5345@email.com,555-3407,2021-02-23,FL,65+,Bronze,946.56
5347,First_5346,Last_5346,customer_5346@email.com,555-1409,2021-07-22,TX,18-25,Platinum,8299.68
5348,First_5347,Last_5347,customer_5347@email.com,555-1756,2023-12-04,MI,18-25,Silver,2074.76
5349,First_5348,Last_5348,customer_5348@email.com,555-9192,2020-03-16,MI,18-25,Silver,1365.23
5350,First_5349,Last_5349,customer_5349@email.com,555-8314,2023-05-08,OH,36-45,Gold,7435.39
5351,First_5350,Last_5350,customer_5350@email.com,555-6234,2021-05-11,OH,65+,Platinum,6603.55
5352,First_5351,Last_5351,customer_5351@email.com,555-4719,2022-08-21,MI,18-25,Silver,1042.08
5353,First_5352,Last_5352,customer_5352@email.com,555-1954,2020-12-08,TX,18-25,Gold,6633.3
5354,First_5353,Last_5353,customer_5353@email.com,555-1271,2021-07-13,NC,56-65,Platinum,668.23
5355,First_5354,Last_5354,customer_5354@email.com,555-5647,2021-02-27,MI,36-45,Gold,7435.04
5356,First_5355,Last_5355,customer_5355@email.com,555-1336,2023-09-11,IL,46-55,Gold,1883.64
5357,First_5356,Last_5356,customer_5356@email.com,555-5425,2021-04-09,NC,18-25,Platinum,904.05
5358,First_5357,Last_5357,customer_5357@email.com,555-1910,2023-05-14,FL,46-55,Bronze,4898.82
5359,First_5358,Last_5358,customer_5358@email.com,555-3880,2023-02-23,FL,26-35,Platinum,4296.78
5360,First_5359,Last_5359,customer_5359@email.com,555-4405,2022-11-27,NY,18-25,Platinum,3347.03
5361,First_5360,Last_5360,customer_5360@email.com,555-5937,2022-10-17,OH,18-25,Silver,578.24
5362,First_5361,Last_5361,customer_5361@email.com,555-5993,2020-05-29,IL,18-25,Silver,7202.09
5363,First_5362,Last_5362,customer_5362@email.com,555-7178,2021-04-19,PA,46-55,Platinum,8030.88
5364,First_5363,Last_5363,customer_5363@email.com,555-5788,2023-10-13,OH,65+,Gold,854.19
5365,First_5364,Last_5364,customer_5364@email.com,555-9938,2021-03-05,NY,18-25,Silver,6678.78
5366,First_5365,Last_5365,customer_5365@email.com,555-8387,2021-07-19,TX,18-25,Platinum,6802.92
5367,First_5366,Last_5366,customer_5366@email.com,555-3121,2023-04-10,OH,46-55,Platinum,7000.47
5368,First_5367,Last_5367,customer_5367@email.com,555-6517,2021-11-08,TX,36-45,Silver,7467.91
5369,First_5368,Last_5368,customer_5368@email.com,555-4757,2022-09-06,PA,18-25,Silver,3501.2
5370,First_5369,Last_5369,customer_5369@email.com,555-5969,2021-07-11,OH,65+,Silver,2038.34
5371,First_5370,Last_5370,customer_5370@email.com,555-9350,2020-10-04,GA,65+,Bronze,8726.84
5372,First_5371,Last_5371,customer_5371@email.com,555-2570,2022-01-18,OH,26-35,Silver,6113.88
5373,First_5372,Last_5372,customer_5372@email.com,555-6405,2023-10-02,IL,18-25,Gold,8067.13
5374,First_5373,Last_5373,customer_5373@email.com,555-9685,2022-01-31,GA,65+,Gold,337.2
5375,First_5374,Last_5374,customer_5374@email.com,555-3657,2023-06-23,GA,65+,Silver,6956.32
5376,First_5375,Last_5375,customer_5375@email.com,555-5856,2023-08-03,NC,46-55,Platinum,7558.75
5377,First_5376,Last_5376,customer_5376@email.com,555-3796,2023-09-18,NC,26-35,Silver,2383.35
5378,First_5377,Last_5377,customer_5377@email.com,555-8114,2023-07-18,PA,65+,Gold,1241.19
5379,First_5378,Last_5378,customer_5378@email.com,555-5427,2020-05-15,GA,36-45,Platinum,3701.01
5380,First_5379,Last_5379,customer_5379@email.com,555-1939,2023-08-04,CA,36-45,Bronze,9522.71
5381,First_5380,Last_5380,customer_5380@email.com,555-4049,2020-03-28,NY,65+,Platinum,5707.58
5382,First_5381,Last_5381,customer_5381@email.com,555-2650,2020-02-28,FL,65+,Bronze,4342.58
5383,First_5382,Last_5382,customer_5382@email.com,555-8012,2022-03-07,GA,36-45,Platinum,7396.45
5384,First_5383,Last_5383,customer_5383@email.com,555-9563,2023-04-15,GA,65+,Platinum,1475.07
5385,First_5384,Last_5384,customer_5384@email.com,555-1562,2022-01-10,PA,26-35,Silver,6150.25
5386,First_5385,Last_5385,customer_5385@email.com,555-3248,2022-11-13,MI,36-45,Platinum,8704.54
5387,First_5386,Last_5386,customer_5386@email.com,555-8418,2021-07-21,FL,46-55,Platinum,7074.62
5388,First_5387,Last_5387,customer_5387@email.com,555-8146,2023-03-08,GA,36-45,Platinum,4442.19
5389,First_5388,Last_5388,customer_5388@email.com,555-3662,2022-09-02,IL,56-65,Bronze,4778.52
5390,First_5389,Last_5389,customer_5389@email.com,555-6429,2022-02-14,IL,18-25,Silver,1188.71
5391,First_5390,Last_5390,customer_5390@email.com,555-3324,2020-01-28,NC,26-35,Silver,586.18
5392,First_5391,Last_5391,customer_5391@email.com,555-1495,2020-03-30,OH,18-25,Platinum,4436.64
5393,First_5392,Last_5392,customer_5392@email.com,555-1530,2021-07-17,NC,26-35,Silver,3556.1
5394,First_5393,Last_5393,customer_5393@email.com,555-7381,2022-10-23,IL,18-25,Gold,3086.42
5395,First_5394,Last_5394,customer_5394@email.com,555-7660,2023-12-19,NC,36-45,Silver,8165.94
5396,First_5395,Last_5395,customer_5395@email.com,555-6156,2022-02-14,TX,26-35,Platinum,8135.22
5397,First_5396,Last_5396,customer_5396@email.com,555-5188,2022-09-30,FL,65+,Silver,2975.17
5398,First_5397,Last_5397,customer_5397@email.com,555-3790,2021-11-01,TX,18-25,Platinum,9443.82
5399,First_5398,Last_5398,customer_5398@email.com,555-8436,2023-12-27,NC,46-55,Silver,1857.43
5400,First_5399,Last_5399,customer_5399@email.com,555-5926,2021-01-13,IL,65+,Platinum,1847.1
5401,First_5400,Last_5400,customer_5400@email.com,555-9870,2023-05-18,IL,26-35,Bronze,341.15
5402,First_5401,Last_5401,customer_5401@email.com,555-3070,2022-12-16,IL,26-35,Silver,1135.77
5403,First_5402,Last_5402,customer_5402@email.com,555-4833,2023-06-09,TX,36-45,Platinum,5526.05
5404,First_5403,Last_5403,customer_5403@email.com,555-1874,2021-02-04,PA,36-45,Platinum,7487.98
5405,First_5404,Last_5404,customer_5404@email.com,555-4800,2020-11-08,CA,26-35,Bronze,5959.59
5406,First_5405,Last_5405,customer_5405@email.com,555-7884,2021-12-11,CA,46-55,Bronze,9715.83
5407,First_5406,Last_5406,customer_5406@email.com,555-9403,2023-02-11,TX,18-25,Gold,844.13
5408,First_5407,Last_5407,customer_5407@email.com,555-4758,2020-10-25,CA,65+,Gold,5532.3
5409,First_5408,Last_5408,customer_5408@email.com,555-1778,2022-02-13,NC,18-25,Bronze,7435.65
5410,First_5409,Last_5409,customer_5409@email.com,555-4531,2022-07-24,IL,46-55,Platinum,1708.51
5411,First_5410,Last_5410,customer_5410@email.com,555-3739,2022-12-06,TX,56-65,Platinum,5934.87
5412,First_5411,Last_5411,customer_5411@email.com,555-4095,2022-12-26,MI,65+,Silver,9881.27
5413,First_5412,Last_5412,customer_5412@email.com,555-5169,2023-02-08,OH,65+,Silver,6783.08
